21542,"Ghoulhide","食屍鬼外皮","食屍鬼之皮"
21543,"Hellmouth","地獄之嘴","地獄之口"
21550,"Snowclash","雪之衝突","冰雪交織"
21553,"Lanceguard","長槍警衛","長槍守衛"
21554,"Squire's Cover","護衛的掩護","侍從的掩護"
21556,"Steelpillar","鐵柱","鋼鐵之柱"
21558,"Hightower's Watch","高塔之視","高塔哨衛"
21559,"Crown of Ages","年紀之冠","歲月之冠"
21563,"Steel Carapice","鋼鐵鎧甲","鋼鐵甲殼"
21564,"Ashrera's Wired Frame","艾席拉的精神迷幻","艾席拉的金屬框"
21566,"Ravenlore","烏鴉之王","掠鴉之王"
21567,"Boneshade","白骨陰影","骸骨陰影"
21570,"Flamebellow","火焰號叫","火嚎"
21576,"Gheed's Fortune","基德的運氣","基德的財運"
21577,"The Vicar","代理教皇","代牧者"
21578,"Stormlash","暴風之結","暴風之鞭"
21579,"Halaberd's Reign","海拉柏得的國度","海拉柏德的國度"
21581,"Warriv's Warder","瓦瑞夫的權杖","瓦瑞夫的護盾"
21582,"Spike Thorn","尖刺根源","尖刺荊棘"
21583,"Dracul's Grasp","卓古拉之握","德古拉之握"
21584,"Frostwind","冰霜之風","霜風"
21585,"Templar's Might","聖堂武士的力量","聖堂騎士之力"
21586,"Eschuta's temper","艾斯屈塔的脾氣","艾斯屈塔的憤怒"
21591,"Merman's Speed","人魚的齒輪","人魚的鍊輪靴"
21593,"Nosferatu's Coil","吸血聖王之圈","吸血鬼王之圈"
21594,"Metalgird","梅塔利絲的腰","梅塔萊特的束腰"
21595,"Verdugo's Hearty Cord","維爾登戈的心結","伐頓戈的強韌腰索"
21598,"Giantskull","巨骷髏","巨大顱骨"
21599,"Ironward","愛斯特龍之鐵的保護區","愛斯特龍的鐵衛"
21600,"Gillian's Brazier","吉利安之火盆","吉莉安的火盆"
21604,"Alma's Reflection","阿爾瑪的回憶","靈魂殘影"
21606,"Sacred Charge","神聖突擊","神聖職責"
21607,"Bul-Kathos","布爾凱索斯","布爾凱索"
21615,"The Rising Sun","旭日東昇","旭日東升"
21617,"Bul Katho's Wedding Band","布爾凱索之戒","布爾凱索的婚戒"
21623,"Ormus' Robes","奧瑪斯的長袍","奧瑪斯之袍"
21625,"The Gladiator's Bane","鬥士的禍根","鬥士之禍"
21630,"Mosers Blessed Circle","摩西祝福之環","摩瑟的祝福之圓"
21631,"Que-Hegan's Wisdon","魁黑剛的智慧","教宗的智慧"
21634,"Armor","裝甲","護甲"
21636,"Eaglehorn","鷹號角","鷹角弓"
21637,"Gimmershred","碎片貪婪者","吉默削斧"
21638,"Widowmaker","戮夫刃","絕命"
21640,"Naj's Puzzler","娜吉解迷杖","娜吉的解謎杖"
21641,"Ethereal Edge","永恆邊界","無形之刃"
21643,"The Grandfather","祖父","高祖"
21644,"Doombringer","末日毀滅者","末日使者"
21645,"Tyrael's Might","泰瑞爾的力量","泰瑞爾之力"
21651,"Messerschmidt's Reaver","希梅斯特的掠奪","梅希斯密特之劫掠者"
21652,"Hellslayer","地獄毀滅者","地獄殺戮者"
21653,"Endlesshail","無休止的冰雹","無盡冰雹"
21654,"The Atlantian","亞特拉斯","亞特蘭提恩"
21658,"Carin Shard","凱恩碎片","凱林碎片"
21661,"Trang-Oul's Guise","塔格奧之外裝","塔格奧之容"
21663,"Trang-Oul's Mask","塔格奧之面具","塔格奧面具"
21665,"Trang-Oul's Claws","塔格奧之手","塔格奧之爪"
21666,"Trang-Oul's Girth","塔格奧之束帶","塔格奧之腹"
21669,"Natalya's Mark","娜塔亞的記號","娜塔亞的印記"
21672,"Griswold's Legacy","格瑞斯華爾德的傳奇","格里斯瓦德的傳奇"
21673,"Griswolds's Redemption","格瑞斯華爾德的救贖","格里斯瓦德的救贖"
21674,"Griswold's Honor","格瑞斯華爾德的榮耀","格里斯瓦德的榮耀"
21675,"Griswold's Heart","格瑞斯華爾德之心","格里斯瓦德之心"
21676,"Griswold's Valor","格瑞斯華爾德的勇氣","格里斯瓦德的勇氣"
21677,"Tang's Imperial Robes","坦的皇者之袍","唐帝的皇袍"
21678,"Tang's Fore-Fathers","坦的祖先","唐帝的祖先"
21679,"Tang's Rule","坦的規則","唐帝的法則"
21680,"Tang's Throne","坦的王權","唐帝的王座"
21681,"Tang's Battle Standard","坦的戰鬥常規","唐帝的戰旗"
21686,"Bul-Kathos' Warden","布爾凱索之長","布爾凱索看守者"
21687,"Bul-Kathos' Children","布爾凱索的孩子","布爾凱索的子嗣"
21688,"Bul-Kathos' Sacred Charge","布爾凱索的神聖代價","布爾凱索的神聖職責"
21690,"Bul-Kathos' Custodian","布爾凱索的管理者","布爾凱索捍衛者"
21692,"Flowkrad's Grin","夫羅卡德之牙","夫羅卡德的尖牙"
21695,"Flowkrad's Sinew","夫羅卡德之腱","夫羅卡德的肌腱"
21698,"Aldur's Deception","艾爾多的欺瞞","艾爾多的欺暪"
21699,"Aldur's Guantlet","艾爾多的鐵手套","艾爾多的護手"
21700,"Aldur's Advance","艾爾多的成長","艾爾多的進擊"
21706,"M'avina's Caster","馬維娜的施展","馬維娜的強弓"
21707,"Sazabi's Grand Tribute","沙撒璧的雄偉貢品","沙薩比的崇高禮讚"
21708,"Sazabi's Cobalt Redeemer","沙撒璧的懺悔之鈷","沙薩比的救贖鈷劍"
21709,"Sazabi's Ghost Liberator","沙撒璧的鬼魂釋放者","沙薩比的解靈框體"
21710,"Sazabi's Mental Sheath","沙撒璧的精神之鞘","沙薩比的精神護罩"
21711,"Hwanin's Majesty","華寧的威嚴","桓因的威嚴"
21712,"Hwanin's Justice","華寧的正義","桓因的制裁"
21713,"Hwanin's Splendor","華寧的光輝","桓因的光輝"
21714,"Hwanin's Refuge","華寧的保護","桓因的庇佑"
21715,"Hwanin's Cordon","華寧的飾帶","桓因的飾帶"
21717,"Telling of Beads","述說之珠","誦唸珠"
21718,"Laying of Hands","手掌的安置","按手禮"
21719,"Rite of Passage","儀式的走道","入門式"
21720,"Spiritual Custodian","黑暗信徒","隱門徒"
21721,"Credendum","信條","守信條"
21722,"Cow King's Leathers","牛魔王之皮甲","牛王皮甲"
21723,"Cow King's Horns","牛魔王之角","牛王之角"
21724,"Cow King's Hide","牛魔王之皮","牛王之皮"
21725,"Cow King's Hoofs","牛魔王之蹄","牛王之蹄"
21726,"Aragon's Masterpiece","亞拉崗的名作","亞拉崗的曠世之作"
21727,"Aragon's Sunfire","亞拉崗太陽火焰","亞拉崗的太陽之火"
21728,"Aragon's Icy Stare","亞拉崗冰之凝視","亞拉崗的冰寒之視"
21729,"Aragon's Storm Cloud","亞拉崗暴風雲","亞拉崗的暴風之雲"
21734,"Wihtstan's Guard","惠斯坦的武裝","惠斯坦的守護"
21737,"Lycander's Aim","雷山德的指標","萊坎德的準頭"
21738,"Shadow's Touch","影之接觸","影之觸"
21741,"Cutthroat","巴特克的猛擊","霸圖克的猛擊"
21743,"Annihilus","毀滅","滅絕"
21747,"Howling Visage","狂號的面孔","狂號面孔"
21750,"Jalal's Mane","加爾的長髮","加爾的鬃毛"
21752,"Apothecary's Tote","藥商的計算器","藥劑師的袋子"
21753,"Apocrypha","偽經","離經叛道"
21755,"Homunculus","侏儒","魔胎"
21762,"The Oculus","眼球","核瞳"
21764,"Xenos","異地","異鄉"
21766,"Wyvern's Head","翼龍首","飛龍首"
21768,"ChampionFormatX","%0 %1","%0%1"
21779,"pad","庫拉斯特之盾","庫拉斯特盾"
21784,"Class Specific","指定職業","限定職業"
21815,"Tal Rasha's Wrappings","塔.拉夏的外袍","塔拉夏的外袍"
21816,"Tal Rasha's Fire-Spun Cloth","塔.拉夏的纖細衣服","塔拉夏的精織腰布"
21817,"Tal Rasha's Adjudication","塔.拉夏的判決","塔拉夏的判決"
21818,"Tal Rasha's Howling Wind","塔.拉夏的守護","塔拉夏的守護"
21819,"Tal Rasha's Lidless Eye","塔.拉夏的判決","塔拉夏的警惕之眼"
21820,"Tal Rasha's Horadric Crest","塔.拉夏的赫拉迪克紋章","塔拉夏的赫拉迪姆之冠"
21821,"Hwanin's Seal","華寧的祝福","桓因的祝福"
21822,"Heaven's Brethren","天堂的信徒","天堂的同胞"
21823,"Dangoon's Teaching","丹弓的教導","檀君的教導"
21824,"Ondal's Almighty","安戴爾的全靈","溫達的全靈"
21825,"Heaven's Taebaek","泰比克的光榮","太白山的榮光"
21826,"Haemosu's Adament","黑摩蘇的堅決","解慕漱的堅決"
21827,"Lycander's Flank","雷山德的側腹","萊坎德的側翼"
21828,"Constricting Ring","收縮戒指","束縛之戒"
21829,"Ginther's Rift","金瑟的裂縫","金瑟的裂隙"
21830,"Naj's Ancient Set","娜吉的古代遺跡","娜吉的上古遺物"
21831,"Naj's Light Plate","娜吉的輕鎧甲","娜吉的輕鎧"
21832,"Naj's Circlet","娜吉的小環","娜吉的頭環"
21842,"Immortal King's Forge","不朽之王的融爐","不朽之王的熔爐"
21843,"Immortal King's Detail","不朽之王的瑣事","不朽之王的扈從"
21848,"Ancient Statue 3","科力克的守護者","保衛者科力克"
21849,"Ancient Statue 2","馬道克守護者","守護者馬道克"
21850,"Ancient Statue 1","塔力克防禦者","防禦者塔力克"
21863,"Baal Tentacle","腐爛的附肢","腐潰觸手"
10902,"r16","符文：破","符文：埃歐"
10903,"r16L","破","埃歐"
10910,"Runeword22","迪勒瑞姆","精神錯亂"
20506,"RuneQuote","","'"
20507,"Runeword1","古代人的契約","先祖之契"
20512,"Runeword6","黑色","黑錘"
20513,"Runeword7","血腥","鮮血"
20514,"Runeword8","白骨","骸骨"
20515,"Runeword9","野薔薇","刺藤"
20516,"Runeword10","品牌","烙印"
20518,"Runeword12","破碎的誓言","破碎誓言"
20522,"Runeword16","沌頓","混沌"
20525,"Runeword19","白天","白晝"
20530,"Runeword24","失望","絕望"
20546,"Runeword40","火焰","閃爍火焰"
20548,"Runeword42","幸運","機運"
20558,"Runeword52","天堂的意識","天堂意志"
20562,"Runeword56","復仇","報復"
20565,"Runeword59","冰凍","寒冰"
20567,"Runeword61","純潔","純真"
20568,"Runeword62","眼光","靈光"
20573,"Runeword67","騎士的警戒","騎士守望"
20574,"Runeword68","知識","學識"
20575,"Runeword69","最後希望","最後遺願"
20576,"Runeword70","法律","律法"
20590,"Runeword85","早晨","清晨"
20594,"Runeword89","天然的王國","自然王國"
20599,"Runeword94","著魔","執念"
20601,"Runeword96","忍耐","耐心"
20602,"Runeword97","啪噠","圖紋"
20604,"Runeword99","思考之聲","理性之聲"
20615,"Runeword110","原理","原則"
20616,"Runeword111","戰鬥中的勇氣","勇戰之力"
20617,"Runeword112","謹重","謹慎"
20625,"Runeword120","押韻","聲韻"
20626,"Runeword121","裂縫","裂隙"
20628,"Runeword123","奇遇","機緣"
20629,"Runeword124","影子","暗影"
20632,"Runeword127","賽連之歌","賽蓮之歌"
20641,"Runeword136","刺傷","螫刺"
20648,"Runeword143","飢餓","飢渴"
20650,"Runeword145","雷電","雷霆"
20655,"Runeword150","真實","真理"
20656,"Runeword151","堅定意志","不屈意志"
20659,"Runeword154","毒牙","劇毒"
20662,"Runeword157","虛無之","虛無"
20667,"Runeword162","白色","蒼白"
3410,"cfgCtrl","設定控制","操作設定"
3763,"KeyLButton","滑鼠按鈕 1","滑鼠按鍵 1"
3764,"KeyRButton","滑鼠按鈕2","滑鼠按鍵 2"
3766,"KeyMButton","滑鼠按鈕3","滑鼠按鍵 3"
3767,"Key4Button","滑鼠按鈕4","滑鼠按鍵 4"
3768,"Key5Button","滑鼠按鈕5","滑鼠按鍵 5"
3775,"KeyEscape","Escape","ESC"
3778,"KeyAccept","同意","確定"
3779,"KeyModeChange","Mode Change","模式改變"
3808,"KeyHelp","Help","說明"
3809,"KeyNumPad0","數字鍵盤0","數字鍵盤 0"
3810,"KeyNumPad1","數字鍵盤1","數字鍵盤 1"
3811,"KeyNumPad2","數字鍵盤2","數字鍵盤 2"
3812,"KeyNumPad3","數字鍵盤3","數字鍵盤 3"
3813,"KeyNumPad4","數字鍵盤4","數字鍵盤 4"
3814,"KeyNumPad5","數字鍵盤5","數字鍵盤 5"
3815,"KeyNumPad6","數字鍵盤6","數字鍵盤 6"
3816,"KeyNumPad7","數字鍵盤7","數字鍵盤 7"
3817,"KeyNumPad8","數字鍵盤8","數字鍵盤 8"
3818,"KeyNumPad9","數字鍵盤9","數字鍵盤 9"
3819,"KeyMultiply","數字鍵盤*","數字鍵盤 *"
3820,"KeyAdd","數字鍵盤+","數字鍵盤 +"
3822,"KeySubtract","數字鍵盤-","數字鍵盤 -"
3823,"KeyDecimal","數字鍵盤.","數字鍵盤 ."
3824,"KeyDivide","數字鍵盤/","數字鍵盤 /"
3870,"ShorthandKeyEscape","esc","ESC"
3875,"ShorthandKeyLeft","lft","左"
3876,"ShorthandKeyRight","rgt","右"
3877,"ShorthandKeyDown","Dwn","下"
3917,"KeyMacNumPad=","數字鍵=","數字鍵盤 ="
3922,"CfgPrimaryKey","按鍵/按鈕1","按鍵 / 按鈕1"
3923,"CfgSecondaryKey","按鍵/按鈕2","按鍵 / 按鈕2"
3924,"CfgCharacter","人物畫面","角色畫面"
3931,"CfgAutoMapCenter","自動地圖對中","自動地圖置中"
3936,"CfgSkill1","技能1","技能 1"
3937,"CfgSkill2","技能2","技能 2"
3938,"CfgSkill3","技能3","技能 3"
3939,"CfgSkill4","技能4","技能 4"
3940,"CfgSkill5","技能5","技能 5"
3941,"CfgSkill6","技能6","技能 6"
3942,"CfgSkill7","技能7","技能 7"
3943,"CfgSkill8","技能8","技能 8"
3947,"CfgBelt1","使用腰帶1","使用腰帶 1"
3948,"CfgBelt2","使用腰帶2","使用腰帶 2"
3949,"CfgBelt3","使用腰帶3","使用腰帶 3"
3950,"CfgBelt4","使用腰帶4","使用腰帶 4"
3951,"CfgBelt5","使用腰帶5","使用腰帶 5"
3952,"CfgBelt6","使用腰帶6","使用腰帶 6"
3953,"CfgBelt7","使用腰帶7","使用腰帶 7"
3954,"CfgBelt8","使用腰帶8","使用腰帶 8"
3955,"CfgBelt9","使用腰帶9","使用腰帶 9"
3956,"CfgBelt10","使用腰帶10","使用腰帶 10"
3957,"CfgBelt11","使用腰帶11","使用腰帶 11"
3958,"CfgBelt12","使用腰帶12","使用腰帶 12"
3960,"CfgSay1","說「跟著我」","說「跟我走」"
3962,"CfgSay3","說「多謝」","說「謝謝」"
3965,"CfgSay6","說「你去死吧」","說「死吧」"
3967,"CfgRunLock","切換跑步/行走","切換跑步 / 行走"
3971,"CfgSnapshot","畫面抓圖","遊戲擷圖"
3973,"CfgAccept","接受","確定"
3982,"CfgTogglePortraits","顯示肖像","顯示頭像"
22717,"CfgSkill9","技能9","技能 9"
22718,"CfgSkill10","技能10","技能 10"
22719,"CfgSkill11","技能11","技能 11"
22720,"CfgSkill12","技能12","技能 12"
22721,"CfgSkill13","技能13","技能 13"
22722,"CfgSkill14","技能14","技能 14"
22723,"CfgSkill15","技能15","技能 15"
22724,"CfgSkill16","技能16","技能 16"
22725,"CfgToggleminimap","切換小型地圖","切換小地圖"
22727,"Cfghireling","雇員畫面","傭兵畫面"
788,"Moo Moo Farm","秘密母牛關卡","秘密乳牛關"
789,"Chaos Sanctum","混沌庇難所","混沌魔殿"
790,"The Pandemonium Fortress","群魔堡壘","混沌界要塞"
792,"Outer Steppes","郊外大草原","外圍荒原"
794,"City of the Damned","神罰之城","罪罰之城"
795,"Durance of Hate Level 3","憎恨的囚牢第三層","憎恨囚牢第三層"
796,"Durance of Hate Level 2","憎恨的囚牢第二層","憎恨囚牢第二層"
797,"Durance of Hate Level 1","憎恨的囚牢第一層","憎恨囚牢第一層"
798,"Disused Reliquary","廢棄的聖物","廢棄的聖殿"
799,"Ruined Fane","殘破的寺院","荒廢的寺院"
801,"Forgotten Reliquary","遺忘的聖物","遺忘的聖殿"
803,"Ruined Temple","殘破神殿","荒廢的神殿"
804,"Flayer Dungeon Level 3","剝皮地窖第三層","剝皮地牢第三層"
805,"Flayer Dungeon Level 2","剝皮地窖第二層","剝皮地牢第二層"
806,"Flayer Dungeon Level 1","剝皮地窖第一層","剝皮地牢第一層"
807,"Swampy Pit Level 3","沼澤地洞第三層","沼澤地穴第三層"
808,"Swampy Pit Level 2","沼澤地洞第二層","沼澤地穴第二層"
809,"Swampy Pit Level 1","沼澤地洞第一層","沼澤地穴第一層"
815,"Kurast Bazaar","庫拉斯特商場","庫拉斯特市集"
818,"Great Marsh","龐大濕地","大沼澤"
820,"Kurast Docktown","庫拉斯特海港","庫拉斯特港口"
821,"Durance of Hate","憎恨的囚牢","憎恨囚牢"
822,"Flayer Dungeon","剝皮地窖","剝皮地牢"
823,"Swampy Pit","沼澤地洞","沼澤地穴"
824,"Arcane Sanctuary","神秘庇難所","秘法聖殿"
825,"Duriel's Lair","塔.拉夏的房間","塔拉夏的密室"
826,"Tal Rasha's Tomb","塔.拉夏的古墓","塔拉夏的古墓"
831,"Claw Viper Temple Level 2","利爪腹蛇神殿第二層","利爪蛇魔神殿第二層"
833,"Stony Tomb Level 2","石製古墓第二層","古老石墓第二層"
834,"Claw Viper Temple Level 1","利爪腹蛇神殿第一層","利爪蛇魔神殿第一層"
837,"Stony Tomb Level 1","石製古墓第一層","古老石墓第一層"
838,"Palace Cellar Level 3","皇宮監牢第三層","皇宮地窖第三層"
839,"Palace Cellar Level 2","皇宮監牢第二層","皇宮地窖第二層"
840,"Palace Cellar Level 1","皇宮監牢第一層","皇宮地窖第一層"
841,"Harem Level 2","女眷住處第二層","後宮第二層"
842,"Harem Level 1","女眷住處第一層","後宮第一層"
846,"Canyon of the Magi","術士的峽谷","賢者之谷"
848,"Lost City","遺失的城市","失落古城"
850,"Dry Hills","乾燥的高地","乾土高地"
852,"Lut Gholein","魯.高因","魯高因"
854,"Claw Viper Temple","利爪腹蛇神殿","利爪蛇魔神殿"
856,"Stony Tomb","石製古墓","古老石墓"
857,"Palace Cellar","皇宮監牢","皇宮地窖"
858,"Harem","女眷住處","後宮"
860,"To The Moo Moo Farm","前往秘密母牛關卡","前往秘密乳牛關"
861,"To Chaos Sanctum","前往混沌庇難所","前往混沌魔殿"
863,"To The Outer Steppes","前往郊外大草原","前往外圍荒原"
865,"To The City of the Damned","前往神罰之城","前往罪罰之城"
866,"To The Pandemonium Fortress","前往群魔堡壘","前往混沌界要塞"
867,"To The Durance of Hate Level 3","前往憎恨的囚牢第三層","前往憎恨囚牢第三層"
868,"To The Durance of Hate Level 2","前往憎恨的囚牢第二層","前往憎恨囚牢第二層"
869,"To The Durance of Hate Level 1","前往憎恨的囚牢第一層","前往憎恨囚牢第一層"
870,"To The Disused Reliquary","前往廢棄的聖物","前往廢棄的聖殿"
871,"To The Ruined Fane","前往殘破的寺院","前往荒廢的寺院"
873,"To The Forgotten Reliquary","前往遺忘的聖物","前往遺忘的聖殿"
875,"To The Ruined Temple","前往殘破神殿","前往荒廢的神殿"
876,"To The Flayer Dungeon Level 1","前往剝皮地窖第一層","前往剝皮地牢第一層"
877,"To The Flayer Dungeon Level 2","前往剝皮地窖第二層","前往剝皮地牢第二層"
878,"To The Flayer Dungeon Level 3","前往剝皮地窖第三層","前往剝皮地牢第三層"
879,"To The Swampy Pit Level 3","前往沼澤地洞第三層","前往沼澤地穴第三層"
880,"To The Swampy Pit Level 2","前往沼澤地洞第二層","前往沼澤地穴第二層"
881,"To The Swampy Pit Level 1","前往沼澤地洞第一層","前往沼澤地穴第一層"
887,"To The Kurast Bazaar","前往庫拉斯特商場","前往庫拉斯特市集"
890,"To The Great Marsh","前往龐大濕地","前往大沼澤"
892,"To The Kurast Docktown","前往庫拉斯特海港","前往庫拉斯特港口"
893,"To The Arcane Sanctuary","前往神秘庇難所","前往秘法聖殿"
894,"To Duriel's Lair","前往塔.拉夏的房間","前往塔拉夏的密室"
895,"To Tal Rasha's Tomb","前往塔.拉夏的古墓","前往塔拉夏的古墓"
900,"To The Claw Viper Temple Level 2","前往利爪腹蛇神殿第二層","前往利爪蛇魔神殿第二層"
902,"To The Stony Tomb Level 2","前往石製古墓第二層","前往古老石墓第二層"
903,"To The Claw Viper Temple Level 1","前往利爪腹蛇神殿第一層","前往利爪蛇魔神殿第一層"
906,"To The Stony Tomb Level 1","前往石製古墓第一層","前往古老石墓第一層"
907,"To The Palace Cellar Level 3","前往皇宮監牢第三層","前往皇宮地窖第三層"
908,"To The Palace Cellar Level 2","前往皇宮監牢第二層","前往皇宮地窖第二層"
910,"To The Harem Level 2","前往女眷住處第二層","前往後宮第二層"
911,"To The Harem Level 1","前往女眷住處第一層","前往後宮第一層"
915,"To The Canyon of the Magi","前往術士的峽谷","前往賢者之谷"
917,"To The Lost City","前往遺失的城市","前往失落古城"
919,"To The Dry Hills","前往乾燥的高地","前往乾土高地"
921,"To Lut Gholein","前往魯.高因","前往魯高因"
5018,"Tristram","崔斯特瑞姆","崔斯特姆"
5028,"Barracks","軍營","兵營"
