3096,"黑色流浪者","黑暗遊俠"
3099,"召喚者","召喚師"
3100,"冥河娃娃巫師","冥河鬼娃薩滿"
3101,"靈魂殺手巫師","靈魂殺手薩滿"
3102,"剝皮巫師","剝皮手薩滿"
3103,"小矮人巫師","鬼娃薩滿"
3104,"鼠人巫師","鼠人薩滿"
3105,"恐怖法師","恐骨法師"
3106,"燃燒的死法師","烈焰骷髏法師"
3107,"白骨法師","骸骨法師"
3109,"復生的法師","返世亡靈法師"
3110,"翼魔陷阱","石像鬼陷阱"
3115,"冥河看管水怪","冥河水怪"
3116,"河流潛行水怪","河流水怪"
3117,"水域看管水怪","水坑水怪"
3118,"冥河看管觸角","冥河水怪"
3119,"河流潛行觸角","河流水怪"
3120,"水域看管觸角","水坑水怪"
3121,"夜間屠殺魔","暗夜掠奪者"
3126,"血蛆皇后","鮮血蛆蟲之后"
3127,"巨型八目蟲皇后","吸血巨蟲之后"
3128,"吞食者皇后","吞噬者之后"
3129,"石蟲皇后","鑽岩蛆蟲之后"
3130,"沙蟲皇后","沙漠蛆蟲之后"
3131,"黏蟲王子","黏液蛙王"
3132,"泥沼生物","泥沼魔蛙"
3133,"沼澤住民","沼澤魔蛙"
3134,"有刺巨獸","倒刺巨獸"
3135,"剃刀野獸","剃刀獸"
3136,"有刺怪獸","棘刺獸"
3137,"尖釘巨魔","尖釘巨獸"
3138,"羽熊怪","刺熊怪"
3142,"地獄投石怪","地獄投擲者"
3143,"黑夜投石怪","暗夜投擲者"
3144,"矛之貓","標槍拉庫尼"
3145,"投石怪","投擲者"
3147,"閃電螺旋","閃電塔"
3148,"洞穴之王","獄淵領主"
3149,"巴羅格","炎魔"
3150,"邪魔之王","毒魔領主"
3151,"鐵狼","鐵狼衛士"
3152,"隱形的復甦者","Inviso Spawner"
3155,"地獄騎士","深淵騎士"
3157,"厄運騎士","末日騎士"
3159,"深淵惡魔","魔口吐屍怪"
3160,"噴吐屍體怪","吐屍怪"
3161,"癡肥怪","臃腫吐屍怪"
3165,"怪異懷姆獸","異魔鬼子"
3166,"冥河之犬","冥河鬼子"
3167,"血肉野獸","血獸鬼子"
3168,"怪誕魔","異魔鬼母"
3169,"冥河夜叉","冥河鬼母"
3170,"血肉復甦者","血獸鬼母"
3171,"蘿格斥候","俠盜斥候"
3172,"血翼之巢","血翅蚊之巢"
3173,"血鉤之巢","血鉤蚊之巢"
3174,"貪食者之巢","餵血蚊之巢"
3175,"吸食者之巢","吸血蚊之巢"
3178,"被困的靈魂","受困的靈魂"
3181,"復甦的小矮人","復活鬼娃"
3182,"復甦的不死者","復活不死怪物"
3183,"四處下蛋","產卵"
3184,"復甦的沈淪魔","復活沉淪魔"
3185,"治癒狂戰士和領唱者","治療其他同伴"
3186,"吸取法力和耐力","吸取法力和精力"
3188,"吸取耐力","吸取精力"
3189,"昏眩攻擊","昏迷攻擊"
3190,"吃下並吐出死屍","吞食與吐出屍體"
3191,"追蹤飛箭耗損法力","追蹤飛箭吸取法力"
3192,"復甦的冥河娃娃","復活冥河鬼娃"
3193,"復甦的靈魂殺手","復活靈魂殺手"
3194,"復甦的剝皮者","復活剝皮手"
3195,"復甦的小矮人","復活鬼娃"
3196,"復甦的鼠人","復活鼠人"
3197,"偷取生命","生命竊取"
3198,"復甦的不死者","復活不死怪物"
3199,"復甦的黑暗魔","復活暗黑沉淪魔"
3200,"復甦的小惡魔","復活魔妖沉淪魔"
3201,"復甦的利刃魔","復活刨肉沉淪魔"
3202,"復甦的沉淪魔","復活沉淪魔"
3203,"復甦的的傳送魔","復活扭曲沉淪魔"
3204,"震驚攻擊","放電攻擊"
3207,"特別詛咒","施加詛咒"
3208,"魔法抵抗","魔法抗性"
3210,"冰冷強化","冰寒強化"
3211,"閃電強化","電擊強化"
3212,"燃燒法力","法力燃燒"
3213,"幽靈一擊","灌能打擊"
3215,"皮膚硬化","硬化外皮"
3217,"小偷","偷盜"
3218,"靈氣加強","靈氣強化"
3219,"這頭牛咬人","這頭牛會咬人"
3221,"嘍囉","僕從"
3319,"屍體發火","屍火"
10002,"巨槌","重擊巨怪"
10077,"不死的","不死怪物"
10908,"黑暗偷襲者","黑暗潛襲者"
10909,"邪惡弓箭手","兇邪弓箭手"
11007,"陷阱門","暗門"
11013,"魔鬼","魔蝠"
11014,"忿怒","怨靈"
11015,"魔鬼","魔蝠"
11016,"忿怒","怨靈"
11029,"吃下並吐出死屍","吞食與吐出屍體"
11031,"震驚攻擊","放電攻擊"
11084,"幽靈的","幽靈"
11086,"著魔者","著魔"
21853,"血腥的巴特克","血腥的霸圖克"
21855,"古難記錄者","折磨者立斯特"
21862,"解開者","解繃者"
21864,"毀滅的僕從","毀滅僕從"
22330,"狂狼","恐狼"
22338,"靈獸","寵物"
22341,"德魯伊靈","德魯伊魂靈"
22342,"狂狼","恐狼"
22343,"精神之狼","幽靈狼"
22344,"大灰熊","灰熊"
22354,"再生屍","再生屍兵"
22355,"爬行屍","巡行屍兵"
22356,"邪氣屍","穢邪屍兵"
22357,"瀆神戰士","褻瀆戰士"
22359,"重壓獸","重擊攻城獸"
22360,"濺血妖","血腥攻城獸"
22361,"蝕肉妖","蝕肉獸"
22362,"惡魔座騎","惡魔戰馬"
22368,"流放魂","流放之魂"
22369,"死神","死亡化身"
22371,"殺手","殺戮僕魔"
22372,"冰野豬","寒冰僕魔"
22373,"火野豬","火焰僕魔"
22374,"地獄惡靈","地獄爪牙"
22375,"冰封惡靈","冰封爪牙"
22376,"高等地獄惡靈","高階地獄爪牙"
22377,"高等冰封惡靈","高等冰封爪牙"
22378,"狂信者僕魔","狂熱僕魔"
22379,"狂戰士殺手","凶暴殺戮僕魔"
22380,"極火野豬","狂亂寒冰僕魔"
22381,"極冰野豬","狂亂火焰僕魔"
22382,"狂亂地獄惡靈","狂怒地獄爪牙"
22383,"狂亂冰封惡靈","狂怒冰封爪牙"
22384,"瘋狂地獄惡靈","瘋狂地獄爪牙"
22385,"瘋狂冰封惡靈","瘋狂冰封爪牙"
22386,"女夢魔","魅魔"
22387,"邪惡淫婦","兇邪妖魅"
22388,"冥河妖婦","冥河淫魅"
22389,"地獄妖婦","地獄妖魅"
22390,"血腥妖婦","血腥妖魅"
22391,"賽連","賽蓮女妖"
22392,"邪女巫","兇邪女妖"
22393,"冥河之怒","冥怒女妖"
22394,"血女巫","血巫女妖"
22395,"地獄女巫","地獄女妖"
22406,"惡魔妖精","惡魔小鬼"
22407,"惡魔嘍囉","嘍囉小鬼"
22408,"惡魔小精靈","妖魔小鬼"
22409,"惡魔騙徒","欺瞞小鬼"
22410,"惡魔幽靈","精怪小鬼"
22411,"投石器","投石機"
22412,"投石器","投石機"
22413,"投石器","投石機"
22414,"投石器","投石機"
22415,"寒冰爬行者","爬行冰怪"
22416,"寒冰恐懼者","恐怖冰怪"
22417,"冰凍之鞭","禍害冰怪"
22418,"寒冰驚怖者","驚恐冰怪"
22419,"冰凍焦痕","焦凍冰怪"
22420,"月之王","月族統領"
22421,"夜之王","夜族統領"
22422,"血之王","血族統領"
22423,"地獄之王","冥府統領"
22424,"死神之王","死族統領"
22425,"投石器","投石機"
22426,"投石器","投石機"
22427,"投石器","投石機"
22428,"投石器","投石機"
22429,"投石器","投石機"
22430,"投石器","投石機"
22433,"封死之門","封住的門"
22434,"封閉之塔","防禦塔"
22437,"巨鎚死神","亡軍重擊魔"
22438,"爭吵死神","亡軍征戰者"
22439,"揮砍死神","亡軍斬殺者"
22440,"狂戰士死神","亡軍狂戰士"
22441,"死神之長","亡軍戰將"
22442,"雪飄者","雪原雪怪"
22443,"墮落王","厚毛雪怪"
22445,"冰封地獄","冰封雪怪"
22449,"腐敗污穢者","腐敗褻瀆者"
22450,"卑劣污穢者","卑汙褻瀆者"
22451,"臭氣污穢者","惡臭褻瀆者"
22452,"惡臭污穢者","腐臭褻瀆者"
22453,"下賤污穢者","狠劣褻瀆者"
22454,"疼痛之蟲","苦痛之蟲"
22455,"痛苦之蟲","折磨之蟲"
22457,"瘋狂之蟲","脅迫之蟲"
22458,"悲苦之蟲","怨慟之蟲   "
22459,"扭曲之墮落狼騎士","扭曲沉淪魔狼騎士"
22460,"黑暗狼騎士","暗黑狼騎士"
22461,"魔族狼騎士","魔妖狼騎士"
22462,"殺戮狼騎士","刨肉狼騎士"
22463,"墮落狼騎士","沉淪魔狼騎士"
22486,"克力","蜷曲"
22494,"芬伐摩勒曲","芬維爾‧摩洛克"
22495,"地獄美女","地獄佳人"
22496,"粉碎者","碎冰"
22497,"暴燥外皮","暴皮"
22498,"剝殼凹槽","剝孔"
22499,"狂暴者-眼魔","爆發者艾巴克"
22500,"矯正者-怪異","矯正者艾德瑞奇"
23966,"","彩玻璃窗"
2890,"迪卡．凱恩","迪卡‧凱恩"
3113,"凱倫","凱藍"
22482,"戰鬥士","參戰者"
2197,"開口","插槽"
3223,"拉柄","拉桿"
3224,"爆炸木桶","爆炸桶"
3228,"阻擋的門","堵住的門"
3230,"石塚","石柱"
3231,"石塚","石柱"
3232,"石塚","石柱"
3233,"石塚","石柱"
3234,"石塚","石柱"
3235,"石塚","石柱"
3237,"棺材","石柩"
3242,"死掉的蘿格","死掉的俠盜"
3243,"死掉的蘿格","死掉的俠盜"
3247,"裝甲架","防具架"
3250,"陷阱門","暗門"
3251,"大罈子","大甕"
3252,"卡諾卜罐","臟器罈"
3253,"方尖石碑","方尖碑"
3254,"不明的墓地","完好的墳墓"
3256,"罈","土甕"
3264,"神殿","聖壇"
3266,"棺木","棺柩"
3271,"隱藏的地點","藏匿處"
3274,"隱藏的儲物箱","隱藏的物品"
3275,"警衛的死屍","守衛的屍體"
3287,"母牛","乳牛"
3288,"神殿","聖壇"
3292,"你的私人儲藏箱","你的個人儲物箱"
3294,"聖殿","神聖祭壇"
3300,"強制球體","強制魔珠"
3305,"死亡屍體","屍體"
3306,"去勢男子","閹人"
3307,"死亡的警衛","死亡的守衛"
3308,"傳送點","傳送門"
3311,"下水道拉柄","下水道拉桿"
3313,"魔法神殿","魔法祭壇"
3315,"儲藏箱","儲物箱"
3317,"墮落的太陽神壇","蔽日祭壇"
3320,"裂縫","裂隙"
3321,"放骨箱","骨箱"
3322,"棺材","石柩"
3326,"砲塔","塔台"
22523,"埋藏的箱子","陪葬品"
22524,"埋藏的箱子","陪葬品"
22526,"小站","傳送平台"
22532,"血肉堆","屍骸火堆"
22533,"燃燒的洞穴","燃燒的坑洞"
22534,"部落的旗子","部族的旗子"
22537,"枝形吊燈","吊燈"
22538,"瓶子","瓦罐"
22539,"瓶子","瓦罐"
22540,"瓶子","瓦罐"
22541,"擺動的頭","懸掛的屍骨"
22546,"標誌","戰旗"
22547,"標誌","戰旗"
22549,"儲物箱","柵欄"
22553,"隱藏的儲物箱","隱藏的物品"
22554,"魔法神殿","魔法祭壇"
22566,"莫","老莫"
22568,"神殿","祭壇"
22569,"瓶子","瓦罐"
22570,"瓶子","瓦罐"
22571,"瓶子","瓦罐"
22572,"瓶子","瓦罐"
22573,"邪氣之罐","邪甕"
22576,"死神之柱","死亡之柱"
22577,"死神之柱","死亡之柱"
22579,"標誌","戰旗"
22580,"標誌","戰旗"
22583,"瓶子","瓦罐"
22586,"火焰","營火"
22588,"生物神殿","生命聖壇"
22591,"隱藏的儲物箱","隱藏的物品"
22594,"火焰洞穴","火坑"
22595,"火炬洞穴","火炬坑"
22596,"圍城控制","圍城控制器"
22597,"隱藏的儲物箱","隱藏的物品"
22598,"隱藏的儲物箱","隱藏的物品"
22599,"盒子","箱子"
22607,"蠟燭","蠟蠋"
22612,"天堂的祭壇","天堂祭壇"
22613,"隱藏的儲物箱","隱藏的物品"
22616,"裝甲架","防具架"
22617,"裝甲架","防具架"
924,"赫拉迪克之杖","赫拉迪姆之杖"
925,"墮落的太陽","蔽日黑暗"
926,"神秘庇難所","秘法聖殿"
927,"召喚者","召喚師"
928,"七個古墓","七座古墓"
930,"藍.依森之書","藍伊森之書"
934,"沈淪在黑暗的神殿","晦影神殿"
936,"第三章序幕","第四章序幕"
938,"恐怖的結局","恐懼的終結"
940,"魯.高因","魯高因"
941,"在魯.高因的下水道中，找到羅達門特的巢穴。","在魯高因的下水道中，找到羅達門特的巢穴。"
942,"殺了羅達門特。","殺死羅達門特。"
943,"回去找亞特瑪領取獎賞。","回去找亞特瑪領取獎勵。"
944,"把這個卷軸給魯.高因的凱恩看看。","把卷軸拿回魯高因給凱恩看看。"
945,"在乾燥的高地下面的死亡之殿中，好好找尋那個方塊。在遙遠的綠洲下面可以找到蛆蟲巢穴，裡面有轉軸。到利爪腹蛇神殿，可以找到頂端。","在乾土高地底下的死亡之殿尋找方塊，在遙遠的綠洲底下的蛆蟲巢穴尋找杖身，在利爪蛇魔神殿尋找杖頂。"
946,"利用赫拉迪克的方塊把法杖回復原狀。","使用赫拉迪姆方塊使法杖復原。"
947,"拿著法杖進入塔.拉夏的古墓。","帶著法杖進入塔拉夏的古墓。"
948,"拿著這個古物，前去找魯.高因中的凱恩。","把古物帶回去魯高因，拿給凱恩。"
949,"找尋黑暗之源。","尋找黑暗的源頭。"
951,"摧毀位於利爪腹蛇神殿的蛇形祭壇，它位於群蛇峽谷的下面。","前往群蛇峽谷底下的利爪蛇魔神殿，摧毀其中的祭壇。"
952,"和魯.高因中的居民談談。","和魯高因的居民談談。"
953,"到皇宮中找尋神秘庇難所。","到皇宮中尋找秘法聖殿。"
954,"和卓格南談談。","與卓格南交談。"
955,"找出赫拉森的日記。","找出赫拉森的日誌。"
956,"繼續找尋第七個古墓。","繼續尋找第七個古墓。"
957,"小心召喚者。","小心召喚師。"
958,"殺了召喚者。","殺死召喚師。"
959,"回到城鎮可以聽到更多的訊息。","回到城鎮打聽更多消息。"
960,"找出塔.拉夏的古墓。","找出塔拉夏的古墓。"
961,"這個符號標示出真正的塔.拉夏古墓。","塔拉夏真正的古墓標有此符號。"
962,"殺了都瑞爾。","殺死都瑞爾。"
963,"探索塔.拉夏的房間。","探索塔拉夏的房間。"
964,"和傑恩談談。","與傑恩交談。"
965,"和傑恩談談。","與傑恩交談。"
966,"和馬席夫談談。","與馬席夫交談。"
968,"你得在庫拉斯特商場、庫拉斯特上層，和庫拉斯特的堤道分布的六個古墓中，找到藍.依森之書。","在庫拉斯特市集、庫拉斯特上層，和庫拉斯特堤道的六座神殿中，尋找藍伊森之書。"
969,"和艾柯談談。","與艾柯交談。"
970,"找出克林姆的遺骸。在蜘蛛洞窟中可以找到他的眼球。","找出克林姆的聖遺物。在蜘蛛洞窟中尋找他的眼球。"
971,"在剝皮地窖中找出克林姆的腦。","在剝皮地牢中找出克林姆的大腦。"
972,"在崔凡克找出克林姆的連枷。小心最高評議會。","在崔凡克找出克林姆的連枷。小心最高議會。"
973,"在庫拉斯特商場底下的下水道中，找尋克林姆的心臟。","在庫拉斯特市集底下的下水道中，尋找克林姆的心臟。"
974,"轉換克林姆的遺骸-連枷、眼球、心臟、腦-放進赫拉迪克的方塊之中。","使用赫拉迪姆方塊轉換克林姆的聖遺物：連枷、眼球、心臟，還有大腦。"
975,"利用克林姆的遺願來摧毀強制球體。","利用克林姆的遺願摧毀強制魔珠。"
976,"問問凱恩與克林姆遺骸有關的事情。","詢問凱恩關於克林姆的遺物的事情。"
977,"在剝皮叢林中找找吉德賓。","在剝皮叢林中尋找吉德賓。"
978,"取回吉德賓。","撿起吉德賓。"
979,"把吉德賓送到奧瑪斯的手中。","把吉德賓帶回去給奧瑪斯。"
980,"和艾席拉談談。","與艾席拉交談。"
981,"和奧瑪斯談談。","與奧瑪斯交談。"
982,"問問凱恩與玉製小人有關的事。","詢問凱恩關於翠玉塑像的事情。"
983,"把小人給馬席夫看看。","把塑像拿給馬席夫看看。"
984,"詢問凱恩與黃金鳥有關的消息。","詢問凱恩關於黃金鳥的事情。"
986,"回去找艾柯，拿取你的獎賞。","回去找艾柯，領取獎勵。"
987,"找到沈淪在黑暗的神殿，位於崔凡克之中。","在崔凡克找到晦影神殿。"
988,"殺死所有的最高評議會成員。","殺死所有最高議會的成員。"
989,"去找凱恩求援。","請求凱恩協助。"
990,"利用克林姆的遺願把強制球體毀掉，可以打開前往墨菲斯托的囚牢。","利用克林姆的遺願把強制魔珠毀掉，打通一條前往墨菲斯托囚牢的路。"
991,"在他的囚牢中，找出墨菲斯托。","在囚牢中找出墨菲斯托。"
992,"殺了墨菲斯托。","殺死墨菲斯托。"
993,"在海港附近打聽吉德賓的事情。","在港口附近打聽吉德賓的事情。"
994,"問問奧瑪斯有關沈淪在黑暗的神殿的消息。","問問奧瑪斯有關晦影神殿的消息。"
995,"奧瑪斯對守護者有新的消息。","奧瑪斯有關於守護者的新消息。"
996,"在絕望平原找尋伊卒爾。","在絕望平原尋找伊卒爾。"
997,"摧毀控制伊卒爾靈魂的邪魔。","消滅控制伊卒爾靈魂的惡魔。"
998,"和伊卒爾的靈魂交談。","與伊卒爾的靈魂交談。"
999,"去找泰瑞爾，領取你的獎賞。","去找泰瑞爾，領取獎勵。"
1000,"拿著墨菲斯托的靈魂之石，前往地獄熔爐。","帶著墨菲斯托的靈魂石，前往地獄熔爐。"
1001,"在地獄熔爐中摧毀墨菲斯托的靈魂之石。","在地獄熔爐摧毀墨菲斯托的靈魂石。"
1002,"利用地獄熔爐旁邊的鐵鎚，敲打熔爐上的靈魂之石。","使用地獄熔爐之鎚敲擊靈魂石。"
1003,"和凱恩請教一下。","找凱恩商量。"
1004,"在他的庇難所中找出暗黑破壞神。","在混沌魔殿中找出迪亞布羅。"
1005,"殺死暗黑破壞神。","殺死迪亞布羅。"
1006,"打破尚存的%d封印。","打破剩下的%d個封印。"
3711,"鎮民","城鎮人民"
3713,"第一章序章","第一章序幕"
3714,"邪惡洞穴","邪惡洞窟"
3715,"修女埋骨之地","褻瀆的墓地"
3716,"交易的工具","工欲善其事"
3717,"凱恩的搜尋","尋找凱恩"
3719,"屠殺的修女","為姐妹們復仇"
3735,"在蘿格營地外面的荒野中，找尋一個洞穴。","在俠盜營地外面的荒野中，找到洞穴。"
3736,"殺死所有盤踞在洞穴中的怪物。","殺死所有盤踞在洞穴裡面的怪物。"
3738,"剩下的怪物： %d","剩餘怪物：%d"
3739,"還有一個怪物。","剩下一個怪物。"
3740,"回去找阿卡拉領賞。","回去找阿卡拉領取獎勵。"
3741,"到冰冷之原旁邊的埋骨之所，找尋血鴉的蹤跡。","到鄰近冰冷之原的埋骨之地，尋找血鴉的蹤跡。"
3742,"殺了血鴉。","殺死血鴉。"
3743,"回去找卡夏領賞。","回去找卡夏領取獎勵。"
3745,"拿著艾尼弗斯的卷軸去找阿卡拉。","將艾尼弗斯卷軸帶回去給阿卡拉。"
3746,"前往石塊曠野中的石塚，利用我寫在艾尼弗斯卷軸上面的順序觸碰石塊，然後進入傳送點前往崔斯特瑞姆。但是你們要小心面前的危險。","前往亂石曠野中的石陣。按照寫在艾尼弗斯卷軸上面的順序觸碰石柱，然後進入傳送門前往崔斯特姆，但務必要小心前方的危險。"
3747,"找到並救出迪卡．凱恩。","找到並救出迪卡‧凱恩。"
3748,"凱恩已經被救回來了，現在回到了蘿格營地之中。","凱恩獲救了，現在已經返回俠盜營地。"
3749,"回到蘿格營地，見見凱恩和阿卡拉。","回到俠盜營地，見見凱恩和阿卡拉。"
3750,"去和阿卡拉談談並領賞。","與阿卡拉交談，領取獎勵。"
3751,"在黑暗森林遠方的黑色荒地中，可以找到一個高塔。","在穿過黑暗森林後的黑色荒地中，找到高塔。"
3752,"探索高塔廢墟下面的地窖牢房。","探索高塔廢墟底下的地牢。"
3753,"探索高塔廢墟下面的地窖牢房。","探索高塔廢墟底下的地牢。"
3754,"打倒裡面的邪惡女伯爵。","打倒邪惡女伯爵。"
3755,"在僧院的軍營中找尋赫拉迪克之鎚。小心有個鐵匠在看守著它。","到修道院兵營找出赫拉迪姆之鎚。務必小心看守的鐵匠。"
3756,"把赫拉迪克之鎚送回恰西的手中。","把赫拉迪姆之鎚帶回去給恰西。"
3757,"恰西會把你的一項物品灌入魔法力量。","恰西會為你的一項物品灌入魔法力量。"
3758,"在僧院的地下墓穴中，找到安達莉爾的老巢。","在修道院的地下墓穴中，找到安達莉爾的巢穴。"
3759,"殺了安達莉爾。","殺死安達莉爾。"
3760,"回去找瓦瑞夫，你可以和他一塊帶領商隊往東走。","回去找瓦瑞夫，隨著商隊向東旅行。"
